country,nuts3,region_name,layer,published,quota,deficit,candidate_id,candidate_name,rejected_by,rejected_detail
GR,EL642,Evvoia,beach,,60,60,wd:Q53632677,Alykes Drosias,photo_gate,imgs_0_strong_0
GR,EL642,Evvoia,beach,,60,60,osm:way/166231069,Παραλία Αχλαδίου (Φραγκάκη),photo_gate,imgs_0_strong_0
GR,EL642,Evvoia,beach,,60,60,osm:way/259359261,Limnionas,photo_gate,imgs_0_strong_0
GR,EL642,Evvoia,beach,,60,60,osm:way/493722998,Καρεφλού,photo_gate,imgs_0_strong_0
GR,EL642,Evvoia,beach,,60,60,osm:way/493715886,Αχερούνες,photo_gate,imgs_0_strong_0
GR,EL642,Evvoia,beach,,60,60,osm:way/493716932,Kalamitsa,photo_gate,imgs_0_strong_0
GR,EL642,Evvoia,beach,,60,60,osm:way/283111098,Άγιος Μερκούριος,photo_gate,imgs_0_strong_0
GR,EL642,Evvoia,beach,,60,60,osm:way/280403754,Kalamos Beach,score_gate,score_5.5_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/166227818,Μαύρικας,score_gate,score_5.5_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/269212381,Ποτάμι,score_gate,score_5.5_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/269212436,Κρεμάλα,score_gate,score_5.5_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/493713375,Kalogria,score_gate,score_5.4_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/493714917,Άγιος Φωκάς,score_gate,score_5.3_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/1324939519,Λεύκα,score_gate,score_5.3_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/493724012,Γυρίσματα,score_gate,score_5.3_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/166225350,Νησιώτισσα,score_gate,score_5.3_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/269212402,Γαλλίδα,score_gate,score_5.3_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/269212425,Λιβαδάκι,score_gate,score_5.2_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/230864661,Παραλία Αγίου Νικολάου,score_gate,score_5.2_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/493715367,Πεύκος,score_gate,score_5.1_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/295751811,Μαγαζιά,score_gate,score_5.1_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/610857838,Molos Beach,score_gate,score_5.1_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/437012272,Νέα Στύρα,score_gate,score_5.0_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/715051856,Ex Eva Camping,score_gate,score_4.9_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/502081250,Κυμάσι,score_gate,score_4.9_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/269212413,Πέρα Κατσούλι,score_gate,score_4.9_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/609998260,Ασπούς,score_gate,score_4.8_below_5.6
GR,EL642,Evvoia,beach,,60,60,wd:Q53629543,Asteria Chalkidas,score_gate,score_4.8_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/544674286,Κουρέντι,score_gate,score_4.8_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/166256463,Makris Gialos,score_gate,score_4.8_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/1344035594,Achilli Beach,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:node/10683111758,Steni Beach,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,eea:ELBW079151061101,Kokkini,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,eea:ELBW079155166101,Kalamia,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,eea:ELBW079154133101,Gialos,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/600407579,Dafni Beach,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/493348392,Ψιλή Άμμος,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/166230759,Παραλία Κοτσικιάς,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,eea:ELBW079150050101,Vasilika,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,eea:ELBW079151059101,Fygias,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,eea:ELBW079149035101,Eretria Anatolika 2,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,eea:ELBW079149032101,Eretria Anatolika 1,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,eea:ELBW079152069101,Soutsini,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,eea:ELBW079154126101,Atsitsa,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,eea:ELBW079150045101,Neos Pyrgos,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,eea:ELBW079153090101,Pili,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,eea:ELBW079153084101,Agias Annas,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,eea:ELBW079148016101,Politika,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,eea:ELBW079150042101,Kanatadika,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,eea:ELBW079149034101,Amarynthos 1,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,eea:ELBW079149037101,Amarynthos 2,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,eea:ELBW079155153101,Loukisia,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,eea:ELBW079155164101,Faros Avlidas,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:way/269212383,Ελιά,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:node/5449423871,Παραλια,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,osm:node/2721777961,Κακολίμανο,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,eea:ELBW079152067101,Stomio,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,eea:ELBW079153089101,Rovies 2,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,eea:ELBW079150046101,Loutra Aidipsou 1,score_gate,score_4.7_below_5.6
GR,EL642,Evvoia,beach,,60,60,eea:ELBW079150047101,Agios Nikolaos,score_gate,score_4.7_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,wd:Q25166692,Skala beach,photo_gate,imgs_0_strong_0
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/519985348,Dragonera Beach,photo_gate,imgs_0_strong_0
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/190098223,Παραλία Παλαιόπολη,photo_gate,imgs_0_strong_0
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/367110006,Άγιοι Ανάργυροι,photo_gate,imgs_0_strong_0
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/533358205,Παραλία Κανάκια,photo_gate,imgs_0_strong_0
GR,EL307,"Peiraias, Nisoi",beach,,60,60,wd:Q53629277,Ag. Marina,photo_gate,imgs_4_strong_4
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/414397417,Φυρή Άμμος (Κάλαμος),photo_gate,imgs_0_strong_0
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/430916428,Παραλια Φυρή Άμμος,score_gate,score_5.5_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/276235972,Παραλία Μαραθώνα Β,score_gate,score_5.5_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/518890263,Παραλία Μαραθώνα Α,score_gate,score_5.5_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/366650725,Παραλία Λίμνη (Παλαιόπολη),score_gate,score_5.5_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/368072784,Παραλια Φυρή Άμμος,score_gate,score_5.5_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/1504672635,Πέρανι,score_gate,score_5.5_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/368072675,Παραλία Αγία Πελαγία,score_gate,score_5.4_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/517530114,Zogeria Beach,score_gate,score_5.4_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/614054956,Σουβάλα,score_gate,score_5.4_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/614086486,Λουτρά,score_gate,score_5.4_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/498865231,Κομπονάδα,score_gate,score_5.4_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/1504672636,Κύριζα,score_gate,score_5.3_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/301125437,Melidoni,score_gate,score_5.2_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,wd:Q53631566,Askeli,score_gate,score_5.2_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/542501529,Μαρούδι,score_gate,score_5.2_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,wd:Q53631093,Kapsali,score_gate,score_5.1_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/524040116,Αγία Παρασκευή,score_gate,score_5.1_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/268614199,Πλατιά Άμμος,score_gate,score_5.0_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/299848438,Παραλια Κακιά Λαγκάδα,score_gate,score_5.0_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/319265389,Άγιος Μάμας,score_gate,score_4.9_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/321035662,Παραλία Βλυχάδα,score_gate,score_4.9_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/438285719,Σατερλί,score_gate,score_4.9_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/631979760,Sarpa Beach,score_gate,score_4.9_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/1504673015,Κακή Βίγλα,score_gate,score_4.9_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/1548480456,Γυάλα,score_gate,score_4.9_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/539988092,Paradise Beach,score_gate,score_4.8_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/956489380,Μπλέ Λιμανάκι,score_gate,score_4.8_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/438285718,Αγαμέμνων,score_gate,score_4.8_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/611609006,Aliki Beach,score_gate,score_4.8_below_5.6
GR,EL307,"Peiraias, Nisoi",beach,,60,60,osm:way/1422438524,Δημήτρανι,score_gate,score_4.8_below_5.6
